group_code,group_name,table_name,column_name,declared_type,primary_key,not_null,required_without_default,nullable,schema_default,foreign_key,unique_participant,check_or_cross_column_rule,status_policy,derivation_or_authoring_rule,common_failure
G08,candidate_profile,education,normalized_school_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,raw_degree_name,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: education.raw_degree_name; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,education,normalized_degree_name,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,omit → NOT NULL constraint failed: education.normalized_degree_name; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,education,raw_field_study_name,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,normalized_field_study_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,raw_major_name,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,normalized_major_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,gpa,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,education_description,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: education.education_description; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,education,education_start_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,education_end_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,education,is_current,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,education,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: education.created_at
G08,candidate_profile,education,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: education.updated_at
G08,candidate_profile,person_certification,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_certification,person_certification_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: person_certification.person_certification_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_certification,person_id,INTEGER,no,yes,yes,no,,candidate_snapshot.person_id ON DELETE RESTRICT | person.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_certification.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_certification,certification_id,INTEGER,no,yes,yes,no,,certification.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_certification.certification_id; unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_certification,source_candidate_snapshot_id,INTEGER,no,no,no,yes,,candidate_snapshot.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_certification,record_source,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_certification.record_source; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_certification,credential_id,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_certification,credential_url,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_certification,issued_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_certification,expires_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_certification,certification_status,TEXT,no,yes,no,no,unknown,,no,yes,schema_default,Certification status may be unavailable while the certification fact remains valid.,invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_certification,certification_instance_key,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: person_certification.certification_instance_key; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_certification,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_certification.created_at
G08,candidate_profile,person_certification,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_certification.updated_at
G08,candidate_profile,person_education,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_education,person_id,INTEGER,no,yes,yes,no,,candidate_snapshot.person_id ON DELETE RESTRICT | person.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_education.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_education,education_id,INTEGER,no,yes,yes,no,,education.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_education.education_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_education,first_source_candidate_snapshot_id,INTEGER,no,yes,yes,no,,candidate_snapshot.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_education.first_source_candidate_snapshot_id; unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_education,first_source_resume_education_id,INTEGER,no,yes,yes,no,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_education.first_source_resume_education_id
G08,candidate_profile,person_education,education_record_sha256,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_education.education_record_sha256; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_education,recorded_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_education.recorded_at
G08,candidate_profile,person_education,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_education.created_at
G08,candidate_profile,person_position,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_position,person_position_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: person_position.person_position_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,person_id,INTEGER,no,yes,yes,no,,candidate_snapshot.person_id ON DELETE RESTRICT | person.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_position.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_position,first_source_candidate_snapshot_id,INTEGER,no,yes,yes,no,,candidate_snapshot.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_position.first_source_candidate_snapshot_id; unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_position,first_source_resume_employment_id,INTEGER,no,yes,yes,no,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_position.first_source_resume_employment_id
G08,candidate_profile,person_position,company_id,INTEGER,no,no,no,yes,,company.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_position,position_id,INTEGER,no,no,no,yes,,position.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_position,function_id,INTEGER,no,no,no,yes,,function.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_position,seniority_id,INTEGER,no,no,no,yes,,seniority.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_position,location_id,INTEGER,no,no,no,yes,,location.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_position,employment_type_id,INTEGER,no,no,no,yes,,position_employment_type.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_position,raw_company_name,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_position.raw_company_name; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,normalized_company_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_position,raw_position_name,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_position.raw_position_name; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,normalized_position_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_position,experience_type_text,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_position,position_description,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_position.position_description; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,position_start_date,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,position_end_date,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,is_current,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,employment_record_sha256,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_position.employment_record_sha256; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_position,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_position.created_at
G08,candidate_profile,person_position,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_position.updated_at
G08,candidate_profile,person_project,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_project,person_project_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: person_project.person_project_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_project,person_id,INTEGER,no,yes,yes,no,,candidate_snapshot.person_id ON DELETE RESTRICT | person.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_project.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_project,first_source_candidate_snapshot_id,INTEGER,no,yes,yes,no,,candidate_snapshot.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_project.first_source_candidate_snapshot_id; unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_project,project_name,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_project.project_name; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_project,normalized_project_name,TEXT,no,no,no,yes,,,no,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_project,project_role,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_project,project_description,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_project.project_description; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_project,project_url,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_project,project_start_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_project,project_end_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_project,project_record_sha256,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_project.project_record_sha256; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_project,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_project.created_at
G08,candidate_profile,person_project,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_project.updated_at
G08,candidate_profile,person_skill,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_skill,person_id,INTEGER,no,yes,yes,no,,candidate_snapshot.person_id ON DELETE RESTRICT | candidate_snapshot.person_id ON DELETE RESTRICT | person.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_skill.person_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_skill,skill_id,INTEGER,no,yes,yes,no,,skill.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_skill.skill_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G08,candidate_profile,person_skill,current_proficiency_level_id,INTEGER,no,no,no,yes,,skill_proficiency_level.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_skill,current_proficiency_text,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G08,candidate_profile,person_skill,current_years_experience,REAL,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_skill,first_source_candidate_snapshot_id,INTEGER,no,yes,yes,no,,candidate_snapshot.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_skill.first_source_candidate_snapshot_id; unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_skill,latest_source_candidate_snapshot_id,INTEGER,no,yes,yes,no,,candidate_snapshot.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: person_skill.latest_source_candidate_snapshot_id; unknown parent ID → FOREIGN KEY constraint failed
G08,candidate_profile,person_skill,first_seen_at,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_skill.first_seen_at; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_skill,last_seen_at,TEXT,no,yes,yes,no,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_skill.last_seen_at; invalid value/combination → CHECK or trigger rejection
G08,candidate_profile,person_skill,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_skill.created_at
G08,candidate_profile,person_skill,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: person_skill.updated_at
G09,machine_learning,ml_analysis_run,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G09,machine_learning,ml_analysis_run,ml_analysis_run_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: ml_analysis_run.ml_analysis_run_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,application_id,INTEGER,no,yes,yes,no,,candidate_snapshot.application_id ON DELETE RESTRICT | application.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.application_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G09,machine_learning,ml_analysis_run,candidate_snapshot_id,INTEGER,no,yes,yes,no,,candidate_snapshot.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.candidate_snapshot_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G09,machine_learning,ml_analysis_run,person_id,INTEGER,no,yes,yes,no,,candidate_snapshot.person_id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.person_id; unknown parent ID → FOREIGN KEY constraint failed
G09,machine_learning,ml_analysis_run,workflow_run_id,INTEGER,no,yes,yes,no,,etl_workflow_run.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.workflow_run_id; unknown parent ID → FOREIGN KEY constraint failed
G09,machine_learning,ml_analysis_run,idempotency_key,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: ml_analysis_run.idempotency_key; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,application_fence_token,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.application_fence_token; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,model_name,TEXT,no,yes,no,no,all-MiniLM-L6-v2,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,model_provider,TEXT,no,yes,no,no,sentence_transformers,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,model_revision,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G09,machine_learning,ml_analysis_run,model_config_json,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.model_config_json; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,pipeline_code,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.pipeline_code; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,pipeline_source_code_sha256,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.pipeline_source_code_sha256; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,anomaly_rule_version,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.anomaly_rule_version; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,input_snapshot_sha256,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.input_snapshot_sha256; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,resume_text_sha256,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.resume_text_sha256; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,position_jd_sha256,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.position_jd_sha256; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,input_feature_snapshot_json,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_analysis_run.input_feature_snapshot_json; invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,run_status,TEXT,no,yes,no,no,running,,no,yes,schema_default,An ML analysis row is created when model processing starts.,invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,last_error_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G09,machine_learning,ml_analysis_run,last_error_detail,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G09,machine_learning,ml_analysis_run,started_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: ml_analysis_run.started_at
G09,machine_learning,ml_analysis_run,completed_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G09,machine_learning,ml_analysis_run,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: ml_analysis_run.created_at
G09,machine_learning,ml_analysis_run,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: ml_analysis_run.updated_at
G09,machine_learning,ml_anomaly_result,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G09,machine_learning,ml_anomaly_result,ml_analysis_run_id,INTEGER,no,yes,yes,no,,ml_analysis_run.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_anomaly_result.ml_analysis_run_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G09,machine_learning,ml_anomaly_result,application_id,INTEGER,no,yes,yes,no,,ml_analysis_run.application_id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: ml_anomaly_result.application_id; unknown parent ID → FOREIGN KEY constraint failed
